domain,scripts,Prediction
www.cloudflare.com,https://cdn.logr-ingest.com/logger-1.min.js,
www.amazon.com,https://www.amazon.com/,
www.amazon.com,https://m.media-amazon.com/images/I/71EOqyQDjOL.js?AUIClients/FWCIMAssets,
www.amazon.com,https://images-na.ssl-images-amazon.com/images/I/21QWbBlFHWL.js,
www.samsung.com,https://samsungscript.beusable.net/rum.v1.0.0.min.js,
www.amazon.co.uk,https://m.media-amazon.com/images/I/71EOqyQDjOL.js?AUIClients/FWCIMAssets,
www.amazon.co.uk,https://images-eu.ssl-images-amazon.com/images/I/21QWbBlFHWL.js,
www.braze.com,https://js.qualified.com/qualified.js?token=JDB423wPwpJxCWhB,
www.temu.com,https://static.kwcdn.com/m-assets/assets/js/5652_4f16b9dfb0605a7d52b7.js,
www.walmart.com,https://drfdisvc.walmart.com/swHp8QjYIKReE1un?51cb768d83e31e1d=RatBnTxhwPghZqsWEUnhqsxJ3NmJS9jUFVlpbS3l1Wp95Y4VjAuMr29OTspXZClvT7huNvVwU-T056uiCg1ES0KGN28AWE_F5_gjdF1CuADvHrqBtVu9SBfb_iiC-hoTX0FlQMKGrMX9k7HW9XWiNOzXvdCCyqfUpFBpqHdYwfAIppXJjMpZt1CK283Lh0gVud9O6XjBDV6I4Fr1&jb=3f302e246a7b6d77374e6b6c75702e6a716f3f4e696477722e627b6a7f3d4461726f646f722462716235446b7867646d782d3a30333233,
www.walmart.com,https://drfdisvc.walmart.com/87vETDRZS-EYn5g-?1a90a240a30eed10=L-GVDlqE4Aebm_uI4P4MSk67QANVt3adGPz9EBKQrjwrcIZ6eX8gx1b13WhPfAvBfYNQCq9_UUWuUAa74rsUBcX7sBfHWX7oJ8FBNy3nIjsQ4LSYzttvFpSrW0ti-EwvI-BiR3GNbK276dlQZhwsY7I90gtJSitlJRUhIgk6c48fZ6BblR0P-WACQX5MB4jYsCM3Zqu-D_ErsDgk&jb=3d302e2c68716d7d3d4e696e77702c68796d3546616c7d7024607368753d4e617a6d646d70246279603f44617267666f7a2d38323b3039,
www.walmart.com,https://drfdisvc.walmart.com/9rlOvkbBd2Y2ySj7?833007dd8957aa26=9N6bshy2e6KWZvEqM3yXdSp3DHMTdbvtjIekr5NETuyw4ULM_4H3zLvWcA2oVUlLgLtZZzc2n1XVU-PSk5L_agq7MKQveuYw_xMLfbG1_M3ILhKw34ssKrRLI3RdMMJQP7w826-vtG3DoyTCtDIErbpgPkslyD4SY5vtVxiuTqvwwBHp6Js9cyaQLAB8Q7chC2DCBJiLoUJdNCt_&jb=3f302e246a7b6d77374e6b6c75702e6a716f3f4e696477722e627b6a7f3d4461726f646f722462716235446b7867646d782d3a30333233,
www.alibaba.com,https://aeis.alicdn.com/AWSC/et/1.82.2/et_n.js,
www.alibaba.com,https://g.alicdn.com/secdev/sufei_data/3.9.14/index.js,
amplitude.com,https://amplitude.com/_next/static/chunks/pages/_app-53e5c03f7beda2e8.js,
www.bitrix24.ru,https://mc.yandex.ru/metrika/tag.js,
www.bing.com,https://r.bing.com/rp/E33oPkEFg94JdE52ibDzTAvMDO8.br.js,
ok.ru,https://mc.yandex.ru/metrika/tag.js,
www.rambler.ru,https://mc.yandex.ru/metrika/tag.js,
www.amazon.de,https://m.media-amazon.com/images/I/71EOqyQDjOL.js?AUIClients/FWCIMAssets,
www.amazon.de,https://images-eu.ssl-images-amazon.com/images/I/21QWbBlFHWL.js,
www.cambridge.org,https://script.hotjar.com/modules.ef5986d046c68a8c77c1.js,
